Semaine;Chamonix (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-09-20;27,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;11,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-09-27;4,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;16,00;0,00;0,00;0,00;0,00;0,00;4,00;12,00;4,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-11;35,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;4,00;0,00;0,00;9,00;17,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;21,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;13,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-25;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;11,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;19,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;33,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;16,00;8,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-11-15;16,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;32,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;20,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;12,00;16,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-12-13;4,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;80,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-12-27;30,00;0,00;4,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;28,00;0,00;8,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;0,00;8,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;24,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;20,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-01-24;12,00;0,00;4,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;8,00;16,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;12,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;28,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;21,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;4,00;0,00;4,00;4,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-02-21;17,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;25,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;8,00;4,00;0,00;4,00;4,00;8,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-03-07;21,00;0,00;4,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;20,00;0,00;0,00;4,00;0,00;0,00;12,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;17,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-03-28;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;20,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-04-18;36,00;0,00;0,00;0,00;0,00;4,00;8,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;16,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2021-05-16;12,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-05-23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;33,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;34,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;17,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;17,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;21,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;35,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;9,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-07-18;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;13,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;31,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-08-15;26,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;36,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;27,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;22,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;18,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;9,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;18,00;0,00;9,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;9,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-10-10;32,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;4,00;4,00;0,00;5,00;0,00;4,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;40,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;31,00;0,00;9,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;9,00;4,00;0,00;4,00;0,00;0,00;4,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;18,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;22,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;21,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;25,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;8,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;47,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;13,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;9,00;0,00;0,00;0,00;4,00;0,00;26,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2021-12-12;30,00;0,00;17,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;9,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;27,00;0,00;0,00;5,00;0,00;9,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;53,00;0,00;9,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-01-02;17,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;8,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00
2022-01-09;29,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;4,00;0,00;12,00;8,00;8,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;17,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;8,00;8,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-01-23;37,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;12,00;0,00;4,00;4,00;0,00;8,00;17,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2022-01-30;44,00;0,00;9,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;13,00;0,00;9,00;9,00;0,00;0,00;4,00;9,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-06;26,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;13,00;4,00;9,00;4,00;4,00;4,00;21,00;9,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-02-13;30,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;9,00;4,00;4,00;0,00;17,00;4,00;4,00;9,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00
2022-02-20;48,00;0,00;9,00;0,00;0,00;0,00;13,00;0,00;9,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;13,00;13,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-02-27;21,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;4,00;8,00;4,00;0,00;0,00;0,00;13,00;0,00;0,00;13,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-03-06;47,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;13,00;8,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00
2022-03-13;26,00;0,00;4,00;0,00;0,00;4,00;13,00;0,00;0,00;0,00;8,00;25,00;8,00;0,00;0,00;4,00;4,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;39,00;0,00;21,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;13,00;9,00;9,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-27;36,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;8,00;4,00;4,00;4,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;27,00;0,00;8,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;11,00;4,00;0,00;8,00;0,00;8,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;17,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;49,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;16,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;21,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;33,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2022-05-08;26,00;0,00;0,00;0,00;0,00;4,00;13,00;4,00;0,00;0,00;8,00;8,00;4,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;28,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;8,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-22;26,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-05-29;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-05;31,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;13,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-06-12;39,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-06-19;31,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;76,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00
