Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-09-20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;20,00
2020-09-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;20,00
2020-10-04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;37,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;21,00
2020-10-25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;15,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;21,00;0,00;0,00
2020-11-22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;0,00;0,00;33,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;0,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;0,00;38,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;24,00
2020-12-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;64,00;0,00;0,00;0,00;0,00;0,00;0,00;106,67;0,00;0,00;0,00;0,00;32,00;0,00;64,00;32,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;32,00;0,00;0,00;0,00;0,00;0,00;0,00;106,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;36,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;34,00;0,00;0,00;0,00;0,00;0,00;0,00;272,00;0,00;0,00;0,00;0,00;0,00;0,00;68,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;0,00;0,00;0,00;0,00;34,00;0,00;0,00;4,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;21,00;0,00;0,00
2021-05-09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;34,00;0,00;0,00;0,00;0,00;0,00;0,00;158,67;0,00;0,00;0,00;0,00;0,00;0,00;72,86;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;0,00;0,00;0,00;35,00;0,00;3,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;22,00
2021-05-30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;35,00;0,00;0,00;35,00;7,00;8,00;0,00;0,00;0,00;0,00;0,00;22,00
2021-06-13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;36,00;0,00;0,00;0,00;0,00;23,00;15,00;0,00;0,00;0,00;0,00;23,00
2021-06-27;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,00;36,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;37,00;0,00;0,00;0,00;0,00;0,00;0,00;212,75;0,00;0,00;0,00;0,00;0,00;0,00;254,38;111,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;79,00;0,00;39,00;0,00;0,00;0,00;0,00;355,50;0,00;0,00;0,00;0,00;0,00;0,00;116,18;79,00;0,00;0,00;0,00;0,00;158,00
2021-07-18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;53,00;0,00;0,00;0,00;0,00;0,00;26,00
2021-07-25;0,00;0,00;37,00;0,00;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;0,00;0,00;0,00;0,00;37,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,50;67,50;0,00;0,00;0,00;0,00;0,00
2021-08-22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;24,00
2021-08-29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;39,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,88;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;0,00;0,00;39,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;8,00;0,00;0,00;0,00;0,00;25,00
2021-09-26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;0,00;0,00;39,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;0,00;0,00;40,00;0,00;40,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;0,00;0,00;0,00;0,00;40,00;0,00;0,00;16,00;0,00;0,00;0,00;40,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;39,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0,00;0,00;0,00;0,00;0,00;121,88;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;41,00;0,00;0,00;0,00;24,00;0,00;0,00
2021-11-14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;23,00;0,00
2021-11-21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;0,00;0,00;0,00;36,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;23,00
2021-12-19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;89,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;42,16;0,00;0,00;0,00;0,00;0,00
2022-01-02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;38,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;38,00;0,00;0,00;0,00;0,00;0,00;0,00;152,00;0,00;0,00;0,00;0,00;0,00;0,00;76,00;38,00;0,00;0,00;0,00;0,00;38,00
2022-01-16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;38,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;0,00;38,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;24,00;0,00;0,00
2022-01-30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00
2022-02-06;0,00;0,00;0,00;39,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;8,00;0,00;0,00;25,00;0,00;0,00
2022-02-13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00;26,00
2022-02-20;0,00;0,00;39,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;50,00;0,00
2022-02-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;8,00;0,00;0,00;0,00;0,00;25,00
2022-03-06;39,00;0,00;0,00;0,00;0,00;0,00;0,00;156,00;0,00;0,00;0,00;0,00;0,00;0,00;165,75;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;41,00;0,00;0,00;0,00;0,00;0,00;0,00;123,00;0,00;0,00;0,00;0,00;0,00;0,00;200,44;41,00;0,00;0,00;0,00;0,00;41,00
2022-03-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;38,00;0,00;0,00;0,00;0,00;25,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;37,00;0,00;0,00;0,00;0,00;0,00;0,00;175,75;37,00;0,00;0,00;0,00;0,00;0,00;111,00;74,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;0,00;0,00;40,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;17,00;0,00;0,00;0,00;0,00;26,00
2022-04-24;79,00;0,00;0,00;0,00;0,00;0,00;0,00;79,00;0,00;0,00;0,00;0,00;0,00;0,00;41,82;79,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;0,00;0,00;0,00;0,00;38,00;0,00;0,00;16,00;0,00;38,00;0,00;0,00;0,00;0,00;17,00;25,00;0,00;0,00;0,00;0,00;0,00
2022-05-08;0,00;0,00;40,00;0,00;0,00;0,00;0,00;33,00;0,00;40,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-05-22;0,00;0,00;0,00;0,00;0,00;4,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;17,00;0,00;0,00;0,00;0,00;0,00
2022-05-29;39,00;0,00;0,00;0,00;0,00;0,00;0,00;312,00;0,00;0,00;0,00;0,00;0,00;0,00;82,88;39,00;0,00;0,00;0,00;0,00;0,00
2022-06-05;81,00;0,00;0,00;0,00;0,00;0,00;40,50;253,13;0,00;0,00;0,00;0,00;0,00;0,00;247,76;81,00;0,00;0,00;40,50;0,00;0,00
2022-06-12;40,00;0,00;40,00;0,00;0,00;0,00;0,00;290,00;0,00;0,00;0,00;0,00;0,00;0,00;271,11;40,00;0,00;0,00;0,00;0,00;40,00
2022-06-19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;100,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;50,00;0,00;0,00;0,00;0,00;0,00;357,14;100,00;0,00;0,00;50,00;0,00;50,00
