Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;78,00;53,00;38,00;40,00;8,00;38,05;87,51;190,24;93,22
2019-01-13;80,00;49,00;34,00;41,00;11,00;38,10;81,90;173,33;85,71
2019-01-20;72,00;43,00;29,00;37,00;10,00;36,97;64,22;153,73;83,68
2019-01-27;77,00;49,00;38,00;37,00;12,00;32,73;65,45;138,60;77,00
2019-02-03;86,00;51,00;35,00;32,00;10,00;32,49;64,98;143,33;74,53
2019-02-10;100,00;42,00;43,00;29,00;13,00;32,69;59,62;123,08;69,23
2019-02-17;97,00;38,00;40,00;26,00;13,00;32,33;57,06;121,73;79,88
2019-02-24;90,00;43,00;28,00;25,00;12,00;38,30;55,53;122,55;78,51
2019-03-03;84,00;44,00;38,00;26,00;10,00;32,45;51,55;120,27;76,36
2019-03-10;66,00;34,00;26,00;26,00;11,00;32,06;50,91;116,91;67,89
2019-03-17;68,00;40,00;32,00;28,00;12,00;32,11;49,11;126,56;62,33
2019-03-24;62,00;39,00;29,00;23,00;13,00;32,94;52,31;122,06;67,81
2019-03-31;64,00;39,00;34,00;24,00;11,00;29,09;52,36;124,12;62,06
2019-04-07;64,00;35,00;44,00;26,00;13,00;29,09;58,18;129,94;60,12
2019-04-14;55,00;43,00;22,00;25,00;13,00;26,55;45,52;119,48;55,00
2019-04-21;59,00;40,00;32,00;26,00;11,00;34,26;49,48;144,65;55,19
2019-04-28;59,00;41,00;42,00;26,00;13,00;32,35;66,61;144,65;53,29
2019-05-05;58,00;35,00;25,00;27,00;14,00;29,00;52,20;141,13;52,20
2019-05-12;52,00;34,00;30,00;27,00;18,00;28,89;50,07;152,15;53,93
2019-05-19;50,00;40,00;44,00;30,00;17,00;34,62;63,46;155,77;55,77
2019-05-26;52,00;44,00;32,00;31,00;16,00;32,74;61,63;163,70;59,70
2019-06-02;53,00;44,00;31,00;36,00;17,00;37,86;60,57;159,00;56,79
2019-06-09;60,00;51,00;39,00;39,00;18,00;43,13;58,13;157,50;60,00
2019-06-16;62,00;50,00;49,00;43,00;22,00;54,25;62,00;170,50;65,88
2019-06-23;61,00;47,00;33,00;42,00;20,00;45,75;62,91;165,84;57,19
2019-06-30;64,00;53,00;44,00;42,00;26,00;50,82;73,41;161,88;50,82
2019-07-07;67,00;76,00;48,00;46,00;24,00;51,69;89,97;166,54;55,51
2019-07-14;86,00;63,00;50,00;45,00;20,00;47,78;91,73;170,09;57,33
2019-07-21;80,00;60,00;45,00;43,00;25,00;49,52;80,00;161,90;57,14
2019-07-28;83,00;56,00;45,00;42,00;25,00;52,12;84,93;156,35;55,98
2019-08-04;84,00;59,00;51,00;43,00;21,00;53,45;85,91;168,00;53,45
2019-08-11;80,00;43,00;32,00;39,00;24,00;47,62;80,00;146,67;49,52
2019-08-18;69,00;44,00;41,00;33,00;20,00;38,33;63,25;138,00;47,92
2019-08-25;61,00;44,00;34,00;37,00;24,00;32,41;59,09;144,88;43,84
2019-09-01;55,00;38,00;31,00;30,00;15,00;26,55;62,59;134,66;45,52
2019-09-08;46,00;32,00;31,00;32,00;14,00;21,08;49,83;141,83;42,17
2019-09-15;47,00;31,00;27,00;30,00;13,00;16,92;48,88;142,88;47,00
2019-09-22;46,00;26,00;30,00;31,00;13,00;13,42;49,83;178,25;46,00
2019-09-29;47,00;30,00;29,00;29,00;10,00;13,16;39,48;122,20;47,00
2019-10-06;41,00;35,00;28,00;25,00;13,00;15,62;46,86;121,05;42,95
2019-10-13;42,00;32,00;24,00;27,00;9,00;15,27;38,18;99,27;43,91
2019-10-20;43,00;31,00;26,00;26,00;9,00;9,35;43,00;84,13;44,87
2019-10-27;42,00;35,00;14,00;22,00;6,00;11,45;36,27;78,27;42,00
2019-11-03;41,00;43,00;23,00;27,00;8,00;15,62;37,10;89,81;48,81
2019-11-10;41,00;32,00;26,00;20,00;9,00;13,67;39,05;82,00;46,86
2019-11-17;40,00;37,00;21,00;24,00;7,00;17,14;38,10;70,48;47,62
2019-11-24;37,00;30,00;21,00;23,00;8,00;15,58;33,11;75,95;48,68
2019-12-01;33,00;25,00;22,00;22,00;9,00;13,59;34,94;69,88;50,47
2019-12-08;36,00;35,00;22,00;21,00;7,00;13,26;37,89;66,32;49,26
2019-12-15;49,00;37,00;26,00;22,00;8,00;15,08;35,81;79,15;49,00
2019-12-22;56,00;29,00;25,00;31,00;10,00;17,38;52,14;121,66;65,66
2019-12-29;67,00;52,00;37,00;37,00;12,00;24,89;65,09;176,11;89,97
2020-01-05;67,00;50,00;33,00;42,00;12,00;32,54;88,06;183,77;97,63
2020-01-12;70,00;50,00;42,00;40,00;11,00;34,05;73,78;187,30;100,27
2020-01-19;66,00;41,00;38,00;38,00;12,00;30,17;67,89;165,94;92,40
2020-01-26;66,00;40,00;34,00;34,00;9,00;26,40;58,46;145,20;69,77
2020-02-02;65,00;42,00;39,00;29,00;11,00;26,76;53,53;137,65;74,56
2020-02-09;65,00;44,00;29,00;28,00;9,00;26,76;53,53;122,35;70,74
2020-02-16;61,00;48,00;40,00;29,00;13,00;24,78;61,00;137,25;80,06
2020-02-23;50,00;27,00;28,00;23,00;10,00;13,46;42,31;105,77;69,23
2020-03-01;33,00;29,00;21,00;20,00;9,00;13,59;33,00;89,29;54,35
2020-03-08;29,00;23,00;15,00;16,00;5,00;3,87;27,07;71,53;54,13
2020-03-15;8,00;5,00;3,00;9,00;3,00;4,00;6,00;40,00;32,00
2020-03-22;11,00;7,00;11,00;7,00;2,00;3,67;5,50;29,33;23,83
2020-03-29;12,00;9,00;5,00;6,00;3,00;4,00;8,00;28,00;24,00
2020-04-05;11,00;7,00;7,00;9,00;3,00;3,67;5,50;40,33;23,83
2020-04-12;11,00;6,00;13,00;8,00;2,00;3,67;7,33;40,33;27,50
2020-04-19;10,00;9,00;7,00;7,00;2,00;4,00;8,00;36,00;28,00
2020-04-26;8,00;10,00;8,00;7,00;2,00;4,00;6,00;38,00;26,00
2020-05-03;10,00;8,00;7,00;8,00;2,00;4,00;8,00;42,00;30,00
2020-05-10;9,00;6,00;11,00;10,00;2,00;3,60;12,60;32,40;28,80
2020-05-17;13,00;11,00;8,00;13,00;3,00;7,43;16,71;42,71;29,71
2020-05-24;14,00;11,00;11,00;13,00;5,00;8,75;17,50;42,00;28,00
2020-05-31;26,00;12,00;22,00;14,00;4,00;16,71;27,86;52,00;31,57
2020-06-07;25,00;16,00;23,00;17,00;4,00;17,31;23,08;50,00;38,46
2020-06-14;32,00;20,00;16,00;16,00;4,00;20,71;24,47;50,82;39,53
2020-06-21;30,00;20,00;22,00;19,00;6,00;26,25;30,00;67,50;41,25
2020-06-28;39,00;28,00;19,00;22,00;6,00;37,05;39,00;68,25;35,10
2020-07-05;38,00;25,00;29,00;21,00;7,00;34,20;38,00;68,40;38,00
2020-07-12;30,00;21,00;24,00;19,00;7,00;31,88;43,13;75,00;35,63
2020-07-19;29,00;13,00;31,00;21,00;7,00;36,73;42,53;83,13;38,67
2020-07-26;31,00;10,00;26,00;18,00;8,00;34,88;40,69;62,00;36,81
2020-08-02;33,00;13,00;25,00;20,00;10,00;40,76;36,88;60,18;38,82
2020-08-09;34,00;19,00;22,00;15,00;10,00;34,00;28,33;69,89;37,78
2020-08-16;32,00;17,00;13,00;15,00;10,00;24,47;30,12;60,24;37,65
2020-08-23;28,00;17,00;11,00;14,00;8,00;16,80;26,13;65,33;35,47
2020-08-30;27,00;18,00;10,00;15,00;9,00;9,64;28,93;61,71;36,64
2020-09-06;25,00;19,00;16,00;15,00;6,00;9,62;38,46;53,85;38,46
2020-09-13;21,00;13,00;16,00;14,00;3,00;5,73;17,18;53,45;38,18
2020-09-20;18,00;11,00;22,00;12,00;4,00;3,60;16,20;45,00;36,00
2020-09-27;16,00;15,00;13,00;12,00;4,00;3,56;12,44;46,22;39,11
2020-10-04;17,00;6,00;14,00;10,00;4,00;3,78;13,22;51,00;43,44
2020-10-11;18,00;8,00;13,00;9,00;3,00;3,60;14,40;39,60;41,40
2020-10-18;18,00;6,00;7,00;8,00;3,00;2,00;12,00;54,00;46,00
2020-10-25;9,00;4,00;6,00;7,00;3,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;2,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;12,00;9,00;5,00;2,00;1,83;11,00;44,00;38,50
2020-11-15;13,00;11,00;4,00;5,00;3,00;1,86;13,00;39,00;39,00
2020-11-22;18,00;12,00;8,00;5,00;2,00;4,00;16,00;46,00;40,00
2020-11-29;17,00;12,00;7,00;6,00;2,00;3,78;15,11;41,56;39,67
2020-12-06;18,00;15,00;11,00;4,00;2,00;2,00;18,00;44,00;42,00
2020-12-13;20,00;15,00;10,00;6,00;2,00;4,00;12,00;40,00;42,00
2020-12-20;19,00;14,00;7,00;7,00;4,00;3,80;7,60;36,10;45,60
2020-12-27;32,00;11,00;8,00;10,00;2,00;7,53;15,06;50,82;54,59
2021-01-03;35,00;11,00;19,00;10,00;2,00;7,78;17,50;44,72;60,28
2021-01-10;26,00;14,00;14,00;9,00;3,00;3,71;14,86;39,00;59,43
2021-01-17;22,00;9,00;14,00;9,00;2,00;6,00;10,00;44,00;60,00
2021-01-24;16,00;8,00;14,00;9,00;2,00;6,00;12,00;32,00;58,00
2021-01-31;17,00;10,00;17,00;9,00;2,00;7,56;13,22;30,22;52,89
2021-02-07;16,00;6,00;13,00;8,00;4,00;3,56;10,67;28,44;49,78
2021-02-14;22,00;11,00;20,00;9,00;3,00;4,00;16,00;36,00;70,00
2021-02-21;21,00;10,00;12,00;8,00;3,00;5,73;13,36;49,64;70,64
2021-02-28;21,00;12,00;15,00;10,00;4,00;5,73;15,27;42,00;78,27
2021-03-07;24,00;8,00;17,00;9,00;3,00;5,54;16,62;42,46;77,54
2021-03-14;23,00;11,00;18,00;12,00;7,00;5,75;15,33;42,17;92,00
2021-03-21;23,00;11,00;18,00;8,00;5,00;7,67;15,33;38,33;86,25
2021-03-28;16,00;6,00;12,00;7,00;4,00;12,00;12,00;30,00;84,00
2021-04-04;24,00;13,00;17,00;11,00;2,00;16,00;16,00;30,00;98,00
2021-04-11;23,00;18,00;16,00;8,00;6,00;15,33;15,33;24,92;90,08
2021-04-18;28,00;17,00;21,00;9,00;7,00;13,07;14,93;29,87;80,27
2021-04-25;30,00;14,00;17,00;13,00;6,00;18,75;18,75;28,13;76,88
2021-05-02;37,00;22,00;21,00;16,00;6,00;19,47;23,37;38,95;79,84
2021-05-09;45,00;29,00;26,00;23,00;9,00;24,38;35,63;33,75;76,88
2021-05-16;46,00;36,00;26,00;25,00;11,00;24,92;44,08;30,67;82,42
2021-05-23;48,00;42,00;34,00;33,00;10,00;32,64;49,92;32,64;80,64
2021-05-30;48,00;53,00;37,00;36,00;11,00;40,32;57,60;38,40;82,56
2021-06-06;54,00;52,00;37,00;36,00;13,00;36,64;59,79;30,86;86,79
2021-06-13;54,00;48,00;40,00;42,00;17,00;38,57;57,86;28,93;86,79
2021-06-20;79,00;44,00;41,00;43,00;13,00;48,17;65,51;38,54;86,71
2021-06-27;54,00;55,00;32,00;35,00;17,00;40,50;57,86;38,57;84,86
2021-07-04;49,00;61,00;52,00;40,00;16,00;49,00;50,88;47,12;81,04
2021-07-11;47,00;50,00;44,00;33,00;16,00;41,13;50,92;50,92;86,17
2021-07-18;51,00;62,00;44,00;36,00;18,00;33,35;58,85;54,92;74,54
2021-07-25;53,00;57,00;48,00;36,00;17,00;32,18;75,71;54,89;68,14
2021-08-01;53,00;49,00;33,00;33,00;19,00;35,96;85,18;64,36;56,79
2021-08-08;59,00;42,00;38,00;33,00;19,00;38,06;68,52;66,61;55,19
2021-08-15;52,00;46,00;30,00;33,00;18,00;38,52;67,41;61,63;52,00
2021-08-22;46,00;49,00;23,00;33,00;15,00;28,75;53,67;63,25;49,83
2021-08-29;48,00;41,00;32,00;30,00;12,00;21,12;53,76;61,44;49,92
2021-09-05;42,00;33,00;30,00;34,00;11,00;13,36;55,36;63,00;49,64
2021-09-12;40,00;34,00;24,00;30,00;11,00;9,52;53,33;70,48;49,52
2021-09-19;43,00;35,00;36,00;30,00;9,00;7,82;48,86;68,41;50,82
2021-09-26;41,00;36,00;34,00;28,00;7,00;9,76;46,86;60,52;50,76
2021-10-03;38,00;27,00;23,00;26,00;9,00;7,60;41,80;66,50;53,20
2021-10-10;39,00;34,00;24,00;30,00;5,00;9,29;40,86;65,00;52,00
2021-10-17;38,00;28,00;23,00;24,00;7,00;9,50;43,70;60,80;51,30
2021-10-24;40,00;26,00;26,00;22,00;7,00;7,62;26,67;53,33;53,33
2021-10-31;41,00;41,00;17,00;21,00;6,00;9,32;29,82;44,73;52,18
2021-11-07;38,00;32,00;22,00;18,00;6,00;9,50;20,90;51,30;53,20
2021-11-14;34,00;21,00;17,00;15,00;5,00;9,44;20,78;43,44;51,00
2021-11-21;26,00;19,00;11,00;12,00;4,00;6,00;18,00;40,00;56,00
2021-11-28;22,00;14,00;13,00;10,00;5,00;5,50;16,50;23,83;49,50
2021-12-05;23,00;15,00;7,00;14,00;4,00;7,67;23,00;24,92;47,92
2021-12-12;22,00;20,00;11,00;17,00;4,00;7,33;27,50;23,83;49,50
2021-12-19;30,00;20,00;13,00;14,00;6,00;7,50;26,25;24,38;48,75
2021-12-26;39,00;34,00;20,00;24,00;4,00;11,14;39,00;53,86;61,29
2022-01-02;49,00;45,00;23,00;34,00;4,00;16,96;54,65;90,46;86,69
2022-01-09;47,00;46,00;28,00;30,00;7,00;11,28;63,92;101,52;94,00
2022-01-16;53,00;42,00;33,00;31,00;8,00;15,14;51,11;104,11;94,64
2022-01-23;59,00;51,00;30,00;27,00;9,00;19,03;59,00;108,48;87,55
2022-01-30;65,00;51,00;38,00;32,00;10,00;19,12;55,44;107,06;76,47
2022-02-06;69,00;51,00;32,00;35,00;8,00;21,08;69,00;99,67;78,58
2022-02-13;72,00;42,00;43,00;40,00;6,00;19,46;54,49;99,24;79,78
2022-02-20;73,00;36,00;30,00;32,00;7,00;21,13;63,39;96,05;92,21
2022-02-27;57,00;36,00;36,00;27,00;9,00;20,90;51,30;87,40;83,60
2022-03-06;58,00;33,00;37,00;29,00;9,00;23,20;50,27;94,73;87,00
2022-03-13;59,00;31,00;41,00;29,00;9,00;19,03;49,48;98,97;81,84
2022-03-20;67,00;40,00;39,00;30,00;10,00;26,80;55,51;109,11;84,23
2022-03-27;66,00;49,00;18,00;34,00;12,00;32,06;52,80;109,37;84,86
2022-04-03;66,00;57,00;39,00;40,00;12,00;33,00;69,88;122,29;85,41
2022-04-10;65,00;47,00;43,00;46,00;17,00;32,50;57,35;116,62;76,47
